headword	headword_pos	category	relation	collocation	normalized_collocation	confidence	_source_file	_target_hint	headword_norm	collocation_norm	confidence_score	quarantine_reason
moisture	noun	VERB + MOISTURE	verb_object_or_verb_head	hold (In)	hold (in)	high	verb_noun_collocations.tsv	verb_noun_positive.tsv	moisture	hold (in)	0.9	noise_or_fragment_filter
monologue	noun	VERB + MONOLOGUE	verb_object_or_verb_head	go Into	go into	high	verb_noun_collocations.tsv	verb_noun_positive.tsv	monologue	go into	0.9	noise_or_fragment_filter
monopoly	noun	VERB + MONOPOLY	verb_object_or_verb_head	break (up)	break (up)	high	verb_noun_collocations.tsv	verb_noun_positive.tsv	monopoly	break (up)	0.9	noise_or_fragment_filter
monster	noun	VERB + MONSTER	verb_object_or_verb_head	fight (often Sigurative)	fight (often sigurative)	high	verb_noun_collocations.tsv	verb_noun_positive.tsv	monster	fight (often sigurative)	0.9	noise_or_fragment_filter
monument	noun	VERB + MONUMENT	verb_object_or_verb_head	set up } unveil	set up } unveil	high	verb_noun_collocations.tsv	verb_noun_positive.tsv	monument	set up } unveil	0.9	noise_or_fragment_filter
morsel	noun	VERB + MORSEL	verb_object_or_verb_head	eat Icouldn’t eat another morsel	eat icouldn’t eat another morsel	high	verb_noun_collocations.tsv	verb_noun_positive.tsv	morsel	eat icouldn’t eat another morsel	0.9	noise_or_fragment_filter
mould	noun	VERB + MOULD	verb_object_or_verb_head	fit (inte)	fit (inte)	high	verb_noun_collocations.tsv	verb_noun_positive.tsv	mould	fit (inte)	0.9	noise_or_fragment_filter
mouthful	noun	VERB + MOUTHFUL	verb_object_or_verb_head	gulp (dawn)	gulp (dawn)	high	verb_noun_collocations.tsv	verb_noun_positive.tsv	mouthful	gulp (dawn)	0.9	noise_or_fragment_filter
mouthful	noun	VERB + MOUTHFUL	verb_object_or_verb_head	spit (out)	spit (out)	high	verb_noun_collocations.tsv	verb_noun_positive.tsv	mouthful	spit (out)	0.9	noise_or_fragment_filter
mouthpiece	noun	VERB + MOUTHPIECE	verb_object_or_verb_head	cover (up)	cover (up)	high	verb_noun_collocations.tsv	verb_noun_positive.tsv	mouthpiece	cover (up)	0.9	noise_or_fragment_filter
mouthpiece	noun	VERB + MOUTHPIECE	verb_object_or_verb_head	put your hand over }	put your hand over }	high	verb_noun_collocations.tsv	verb_noun_positive.tsv	mouthpiece	put your hand over }	0.9	noise_or_fragment_filter
movement	noun	VERB + MOVEMENT	verb_object_or_verb_head	watch ~s	watch ~s	high	verb_noun_collocations.tsv	verb_noun_positive.tsv	movement	watch ~s	0.9	noise_or_fragment_filter
movement	noun	VERB + MOVEMENT	verb_object_or_verb_head	frace ~s	frace ~s	high	verb_noun_collocations.tsv	verb_noun_positive.tsv	movement	frace ~s	0.9	noise_or_fragment_filter
movement	noun	VERB + MOVEMENT	verb_object_or_verb_head	start (up)	start (up)	high	verb_noun_collocations.tsv	verb_noun_positive.tsv	movement	start (up)	0.9	noise_or_fragment_filter
movement	noun	VERB + MOVEMENT	verb_object_or_verb_head	be Involved in	be involved in	high	verb_noun_collocations.tsv	verb_noun_positive.tsv	movement	be involved in	0.9	noise_or_fragment_filter
movie	noun	VERB + MOVIE	verb_object_or_verb_head	go to (see)	go to (see)	high	verb_noun_collocations.tsv	verb_noun_positive.tsv	movie	go to (see)	0.9	noise_or_fragment_filter
mule	noun	VERB + MULE	verb_object_or_verb_head	ride (on)	ride (on)	high	verb_noun_collocations.tsv	verb_noun_positive.tsv	mule	ride (on)	0.9	noise_or_fragment_filter
muscle	noun	VERB + MUSCLE	verb_object_or_verb_head	build (up)	build (up)	high	verb_noun_collocations.tsv	verb_noun_positive.tsv	muscle	build (up)	0.9	noise_or_fragment_filter
music	noun	VERB + MUSIC	verb_object_or_verb_head	read Can you read music?	read can you read music?	high	verb_noun_collocations.tsv	verb_noun_positive.tsv	music	read can you read music?	0.9	noise_or_fragment_filter
mystery	noun	VERB + MYSTERY	verb_object_or_verb_head	ponder (on)	ponder (on)	high	verb_noun_collocations.tsv	verb_noun_positive.tsv	mystery	ponder (on)	0.9	noise_or_fragment_filter
nail	noun	VERB + NAIL	verb_object_or_verb_head	drive (in)	drive (in)	high	verb_noun_collocations.tsv	verb_noun_positive.tsv	nail	drive (in)	0.9	noise_or_fragment_filter
nail	noun	VERB + NAIL	verb_object_or_verb_head	hammer (in)	hammer (in)	high	verb_noun_collocations.tsv	verb_noun_positive.tsv	nail	hammer (in)	0.9	noise_or_fragment_filter
name	noun	VERB + NAME	verb_object_or_verb_head	go b)	go b)	high	verb_noun_collocations.tsv	verb_noun_positive.tsv	name	go b)	0.9	noise_or_fragment_filter
ne economy	noun	VERB + ECONOMY	verb_object_or_verb_head	7} handle	7} handle	high	verb_noun_collocations.tsv	verb_noun_positive.tsv	ne economy	7} handle	0.9	noise_or_fragment_filter
neutrality	noun	VERB + NEUTRALITY	verb_object_or_verb_head	proclaim Switzerland declared its neutrality	proclaim switzerland declared its neutrality	high	verb_noun_collocations.tsv	verb_noun_positive.tsv	neutrality	proclaim switzerland declared its neutrality	0.9	noise_or_fragment_filter
news	noun	VERB + NEWS	verb_object_or_verb_head	bring (sb)	bring (sb)	high	verb_noun_collocations.tsv	verb_noun_positive.tsv	news	bring (sb)	0.9	noise_or_fragment_filter
nickname	noun	VERB + NICKNAME	verb_object_or_verb_head	earn (sb)	earn (sb)	high	verb_noun_collocations.tsv	verb_noun_positive.tsv	nickname	earn (sb)	0.9	noise_or_fragment_filter
nightmare	noun	VERB + NOD	verb_object_or_verb_head	give (sb)	give (sb)	high	verb_noun_collocations.tsv	verb_noun_positive.tsv	nightmare	give (sb)	0.9	noise_or_fragment_filter
nonsense	noun	VERB + NONSENSE	verb_object_or_verb_head	talk Don’t talk nonsense!	talk don’t talk nonsense!	high	verb_noun_collocations.tsv	verb_noun_positive.tsv	nonsense	talk don’t talk nonsense!	0.9	noise_or_fragment_filter
note	noun	VERB + NOTE	verb_object_or_verb_head	write (sb)	write (sb)	high	verb_noun_collocations.tsv	verb_noun_positive.tsv	note	write (sb)	0.9	noise_or_fragment_filter
note	noun	VERB + NOTE	verb_object_or_verb_head	send (sb)	send (sb)	high	verb_noun_collocations.tsv	verb_noun_positive.tsv	note	send (sb)	0.9	noise_or_fragment_filter
notebook	noun	VERB + NOTEBOOK	verb_object_or_verb_head	draw (out)	draw (out)	high	verb_noun_collocations.tsv	verb_noun_positive.tsv	notebook	draw (out)	0.9	noise_or_fragment_filter
notice	noun	VERB + NOTICE	verb_object_or_verb_head	} read	} read	high	verb_noun_collocations.tsv	verb_noun_positive.tsv	notice	} read	0.9	noise_or_fragment_filter
notification	noun	VERB + NOTIFICATION	verb_object_or_verb_head	give (sb)	give (sb)	high	verb_noun_collocations.tsv	verb_noun_positive.tsv	notification	give (sb)	0.9	noise_or_fragment_filter
oblivion	noun	VERB + OBLIVION	verb_object_or_verb_head	pass Into	pass into	high	verb_noun_collocations.tsv	verb_noun_positive.tsv	oblivion	pass into	0.9	noise_or_fragment_filter
oblivion	noun	VERB + OBLIVION	verb_object_or_verb_head	sink Into	sink into	high	verb_noun_collocations.tsv	verb_noun_positive.tsv	oblivion	sink into	0.9	noise_or_fragment_filter
obscurity	noun	VERB + OBSCURITY	verb_object_or_verb_head	fade Into	fade into	high	verb_noun_collocations.tsv	verb_noun_positive.tsv	obscurity	fade into	0.9	noise_or_fragment_filter
obscurity	noun	VERB + OBSCURITY	verb_object_or_verb_head	emerge from After many years	emerge from after many years	high	verb_noun_collocations.tsv	verb_noun_positive.tsv	obscurity	emerge from after many years	0.9	noise_or_fragment_filter
offer	noun	VERB + OFFER	verb_object_or_verb_head	make (sb)	make (sb)	high	verb_noun_collocations.tsv	verb_noun_positive.tsv	offer	make (sb)	0.9	noise_or_fragment_filter
offering	noun	VERB + OFFICE	verb_object_or_verb_head	come/go Into	come/go into	high	verb_noun_collocations.tsv	verb_noun_positive.tsv	offering	come/go into	0.9	noise_or_fragment_filter
official	noun	VERB + OFFSET	verb_object_or_verb_head	help (to)	help (to)	high	verb_noun_collocations.tsv	verb_noun_positive.tsv	official	help (to)	0.9	noise_or_fragment_filter
oil	noun	VERB + OIL	verb_object_or_verb_head	etc.)	etc.)	high	verb_noun_collocations.tsv	verb_noun_positive.tsv	oil	etc.)	0.9	noise_or_fragment_filter
oil	noun	VERB + OIL	verb_object_or_verb_head	pour Toast the bread	pour toast the bread	high	verb_noun_collocations.tsv	verb_noun_positive.tsv	oil	pour toast the bread	0.9	noise_or_fragment_filter
opportunity	noun	VERB + OPPORTUNITY	verb_object_or_verb_head	offer (sb)	offer (sb)	high	verb_noun_collocations.tsv	verb_noun_positive.tsv	opportunity	offer (sb)	0.9	noise_or_fragment_filter
opportunity	noun	VERB + OPPORTUNITY	verb_object_or_verb_head	take (up)	take (up)	high	verb_noun_collocations.tsv	verb_noun_positive.tsv	opportunity	take (up)	0.9	noise_or_fragment_filter
opportunity	noun	VERB + OPPORTUNITY	verb_object_or_verb_head	take ad- vantage of May	take ad- vantage of may	high	verb_noun_collocations.tsv	verb_noun_positive.tsv	opportunity	take ad- vantage of may	0.9	noise_or_fragment_filter
order	noun	VERB + ORDER	verb_object_or_verb_head	make (lew)	make (lew)	high	verb_noun_collocations.tsv	verb_noun_positive.tsv	order	make (lew)	0.9	noise_or_fragment_filter
organization	noun	VERB + ORGANIZATION	verb_object_or_verb_head	join~	join~	high	verb_noun_collocations.tsv	verb_noun_positive.tsv	organization	join~	0.9	noise_or_fragment_filter
organize	verb	VERB + ORGANIZE	verb_object_or_verb_head	help (to)	help (to)	high	verb_noun_collocations.tsv	verb_noun_positive.tsv	organize	help (to)	0.9	noise_or_fragment_filter
outline	noun	VERB + OUTLINE	verb_object_or_verb_head	give (sb)	give (sb)	high	verb_noun_collocations.tsv	verb_noun_positive.tsv	outline	give (sb)	0.9	noise_or_fragment_filter
outsider	noun	VERB + OUTSIDER	verb_object_or_verb_head	feel Ifelt a complete outsider	feel ifelt a complete outsider	high	verb_noun_collocations.tsv	verb_noun_positive.tsv	outsider	feel ifelt a complete outsider	0.9	noise_or_fragment_filter
overdraft	noun	VERB + OVERDRAFT	verb_object_or_verb_head	take out} run up	take out} run up	high	verb_noun_collocations.tsv	verb_noun_positive.tsv	overdraft	take out} run up	0.9	noise_or_fragment_filter
overthrow	noun	VERB + OVERTHROW	verb_object_or_verb_head	lead to [ plot	lead to [ plot	high	verb_noun_collocations.tsv	verb_noun_positive.tsv	overthrow	lead to [ plot	0.9	noise_or_fragment_filter
overview	noun	VERB + OVERVIEW	verb_object_or_verb_head	give (sb)	give (sb)	high	verb_noun_collocations.tsv	verb_noun_positive.tsv	overview	give (sb)	0.9	noise_or_fragment_filter
overview	noun	VERB + OVERVIEW	verb_object_or_verb_head	offer (sb)	offer (sb)	high	verb_noun_collocations.tsv	verb_noun_positive.tsv	overview	offer (sb)	0.9	noise_or_fragment_filter
overview	noun	VERB + OVERVIEW	verb_object_or_verb_head	have Only the Head af	have only the head af	high	verb_noun_collocations.tsv	verb_noun_positive.tsv	overview	have only the head af	0.9	noise_or_fragment_filter
own	verb	VERB + OWNERSHIP	verb_object_or_verb_head	ac- *	ac- *	high	verb_noun_collocations.tsv	verb_noun_positive.tsv	own	ac- *	0.9	noise_or_fragment_filter
own	verb	VERB + OWNERSHIP	verb_object_or_verb_head	take (over)	take (over)	high	verb_noun_collocations.tsv	verb_noun_positive.tsv	own	take (over)	0.9	noise_or_fragment_filter
pace	noun	VERB + PACE	verb_object_or_verb_head	take Take twa paces forward	take take twa paces forward	high	verb_noun_collocations.tsv	verb_noun_positive.tsv	pace	take take twa paces forward	0.9	noise_or_fragment_filter
pace	noun	VERB + PACE	verb_object_or_verb_head	keep (up)	keep (up)	high	verb_noun_collocations.tsv	verb_noun_positive.tsv	pace	keep (up)	0.9	noise_or_fragment_filter
package	noun	VERB + PACKAGE	verb_object_or_verb_head	send [ de- liver	send [ de- liver	high	verb_noun_collocations.tsv	verb_noun_positive.tsv	package	send [ de- liver	0.9	noise_or_fragment_filter
pain	noun	VERB + PAIN	verb_object_or_verb_head	cause (Sb)	cause (sb)	high	verb_noun_collocations.tsv	verb_noun_positive.tsv	pain	cause (sb)	0.9	noise_or_fragment_filter
paint	noun	VERB + PAINT	verb_object_or_verb_head	strip (off)	strip (off)	high	verb_noun_collocations.tsv	verb_noun_positive.tsv	paint	strip (off)	0.9	noise_or_fragment_filter
pallor	noun	VERB + PALLOR	verb_object_or_verb_head	have Hehoda sickly green pallor	have hehoda sickly green pallor	high	verb_noun_collocations.tsv	verb_noun_positive.tsv	pallor	have hehoda sickly green pallor	0.9	noise_or_fragment_filter
paper	noun	VERB + PAPER	verb_object_or_verb_head	read } draft	read } draft	high	verb_noun_collocations.tsv	verb_noun_positive.tsv	paper	read } draft	0.9	noise_or_fragment_filter
partnership	noun	VERB + PARTNERSHIP	verb_object_or_verb_head	set up (in)	set up (in)	high	verb_noun_collocations.tsv	verb_noun_positive.tsv	partnership	set up (in)	0.9	noise_or_fragment_filter
pass	verb	VERB + PASS	verb_object_or_verb_head	help (to)	help (to)	high	verb_noun_collocations.tsv	verb_noun_positive.tsv	pass	help (to)	0.9	noise_or_fragment_filter
pass	verb	VERB + PASS	verb_object_or_verb_head	let sth Idon’t like it	let sth idon’t like it	high	verb_noun_collocations.tsv	verb_noun_positive.tsv	pass	let sth idon’t like it	0.9	noise_or_fragment_filter
past	noun	VERB + PASTE	verb_object_or_verb_head	make (up)	make (up)	high	verb_noun_collocations.tsv	verb_noun_positive.tsv	past	make (up)	0.9	noise_or_fragment_filter
past	noun	VERB + PASTE	verb_object_or_verb_head	mix (up)	mix (up)	high	verb_noun_collocations.tsv	verb_noun_positive.tsv	past	mix (up)	0.9	noise_or_fragment_filter
past	noun	VERB + PASTE	verb_object_or_verb_head	form Mix the	form mix the	high	verb_noun_collocations.tsv	verb_noun_positive.tsv	past	form mix the	0.9	noise_or_fragment_filter
patent	noun	VERB + PATENT	verb_object_or_verb_head	grant (sb)	grant (sb)	high	verb_noun_collocations.tsv	verb_noun_positive.tsv	patent	grant (sb)	0.9	noise_or_fragment_filter
pathologist	noun	VERB + PATIENCE	verb_object_or_verb_head	take Above all	take above all	high	verb_noun_collocations.tsv	verb_noun_positive.tsv	pathologist	take above all	0.9	noise_or_fragment_filter
pea	noun	VERB + PEA	verb_object_or_verb_head	have } shell	have } shell	high	verb_noun_collocations.tsv	verb_noun_positive.tsv	pea	have } shell	0.9	noise_or_fragment_filter
peal	noun	VERB + PEAL	verb_object_or_verb_head	burst Into	burst into	high	verb_noun_collocations.tsv	verb_noun_positive.tsv	peal	burst into	0.9	noise_or_fragment_filter
peal	noun	VERB + PEAL	verb_object_or_verb_head	ring (out)	ring (out)	high	verb_noun_collocations.tsv	verb_noun_positive.tsv	peal	ring (out)	0.9	noise_or_fragment_filter
perfection	noun	VERB + PERFORMANCE	verb_object_or_verb_head	glve	glve	high	verb_noun_collocations.tsv	verb_noun_positive.tsv	perfection	glve	0.9	noise_or_fragment_filter
perfume	noun	VERB + PERFUME	verb_object_or_verb_head	glve off	glve off	high	verb_noun_collocations.tsv	verb_noun_positive.tsv	perfume	glve off	0.9	noise_or_fragment_filter
permission	noun	VERB + PERMISSION	verb_object_or_verb_head	give (sb)	give (sb)	high	verb_noun_collocations.tsv	verb_noun_positive.tsv	permission	give (sb)	0.9	noise_or_fragment_filter
permission	noun	VERB + PERMISSION	verb_object_or_verb_head	grant (sb)	grant (sb)	high	verb_noun_collocations.tsv	verb_noun_positive.tsv	permission	grant (sb)	0.9	noise_or_fragment_filter
permission	noun	VERB + PERMISSION	verb_object_or_verb_head	refuse sb d [	refuse sb d [	high	verb_noun_collocations.tsv	verb_noun_positive.tsv	permission	refuse sb d [	0.9	noise_or_fragment_filter
permission	noun	VERB + PERMISSION	verb_object_or_verb_head	ask (for)	ask (for)	high	verb_noun_collocations.tsv	verb_noun_positive.tsv	permission	ask (for)	0.9	noise_or_fragment_filter
permit	noun	VERB + PERMIT	verb_object_or_verb_head	give (sb)	give (sb)	high	verb_noun_collocations.tsv	verb_noun_positive.tsv	permit	give (sb)	0.9	noise_or_fragment_filter
permit	noun	VERB + PERMIT	verb_object_or_verb_head	grant (sb)	grant (sb)	high	verb_noun_collocations.tsv	verb_noun_positive.tsv	permit	grant (sb)	0.9	noise_or_fragment_filter
perpetuate	verb	VERB + PERPETUATE	verb_object_or_verb_head	help (to)	help (to)	high	verb_noun_collocations.tsv	verb_noun_positive.tsv	perpetuate	help (to)	0.9	noise_or_fragment_filter
personnel	noun	VERB + PERSONNEL	verb_object_or_verb_head	isn’t he?	isn’t he?	high	verb_noun_collocations.tsv	verb_noun_positive.tsv	personnel	isn’t he?	0.9	noise_or_fragment_filter
phone	noun	VERB + PHONE	verb_object_or_verb_head	use Can	use can	high	verb_noun_collocations.tsv	verb_noun_positive.tsv	phone	use can	0.9	noise_or_fragment_filter
phone	noun	VERB + PHONE	verb_object_or_verb_head	be want ed on Mum	be want ed on mum	high	verb_noun_collocations.tsv	verb_noun_positive.tsv	phone	be want ed on mum	0.9	noise_or_fragment_filter
picture	noun	VERB + PICTURE	verb_object_or_verb_head	build (up)	build (up)	high	verb_noun_collocations.tsv	verb_noun_positive.tsv	picture	build (up)	0.9	noise_or_fragment_filter
pile	verb	VERB + PILL	verb_object_or_verb_head	glve sb	glve sb	high	verb_noun_collocations.tsv	verb_noun_positive.tsv	pile	glve sb	0.9	noise_or_fragment_filter
pillow	noun	VERB + PILLOW	verb_object_or_verb_head	fluff (up)	fluff (up)	high	verb_noun_collocations.tsv	verb_noun_positive.tsv	pillow	fluff (up)	0.9	noise_or_fragment_filter
pint	noun	VERB + PINT	verb_object_or_verb_head	draw (sb)	draw (sb)	high	verb_noun_collocations.tsv	verb_noun_positive.tsv	pint	draw (sb)	0.9	noise_or_fragment_filter
pint	noun	VERB + PINT	verb_object_or_verb_head	buy (sb)	buy (sb)	high	verb_noun_collocations.tsv	verb_noun_positive.tsv	pint	buy (sb)	0.9	noise_or_fragment_filter
pleasure	noun	VERB + PLEASURE	verb_object_or_verb_head	bring (sb)	bring (sb)	high	verb_noun_collocations.tsv	verb_noun_positive.tsv	pleasure	bring (sb)	0.9	noise_or_fragment_filter
pleasure	noun	VERB + PLEASURE	verb_object_or_verb_head	glve (sb)	glve (sb)	high	verb_noun_collocations.tsv	verb_noun_positive.tsv	pleasure	glve (sb)	0.9	noise_or_fragment_filter
pledge	noun	VERB + PLEDGE	verb_object_or_verb_head	give (sb)	give (sb)	high	verb_noun_collocations.tsv	verb_noun_positive.tsv	pledge	give (sb)	0.9	noise_or_fragment_filter
plug	noun	VERB + PLUG	verb_object_or_verb_head	pull (out)	pull (out)	high	verb_noun_collocations.tsv	verb_noun_positive.tsv	plug	pull (out)	0.9	noise_or_fragment_filter
pointer	noun	VERB + POINTER	verb_object_or_verb_head	give (sb)	give (sb)	high	verb_noun_collocations.tsv	verb_noun_positive.tsv	pointer	give (sb)	0.9	noise_or_fragment_filter
poll	noun	VERB + POLL	verb_object_or_verb_head	lead (in)	lead (in)	high	verb_noun_collocations.tsv	verb_noun_positive.tsv	poll	lead (in)	0.9	noise_or_fragment_filter
pony	noun	VERB + PONY	verb_object_or_verb_head	{lead	{lead	high	verb_noun_collocations.tsv	verb_noun_positive.tsv	pony	{lead	0.9	noise_or_fragment_filter
popularity	noun	VERB + POPULARITY	verb_object_or_verb_head	win [deserve	win [deserve	high	verb_noun_collocations.tsv	verb_noun_positive.tsv	popularity	win [deserve	0.9	noise_or_fragment_filter
